location,lon,lat,dynasty,year,author,title,lines,source_file
成都,104.06,30.57,唐,764,杜甫,絕句六首 三,鑿井交椶葉，開渠斷竹根。 | 扁舟輕褭纜，小徑曲通村。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句六首 四,急雨捎溪足，斜暉轉樹腰。 | 隔巢黃鳥竝，翻藻白魚跳。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句六首 五,舍下笋穿壁，庭中藤刺簷。 | 地晴絲冉冉，江白草纖纖。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句六首 六,江動月移石，溪虛雲傍花。 | 鳥棲知故道，帆過宿誰家。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句四首 一,堂西長笋別開門，塹北行椒却背村。 | 梅熟許同朱老喫，松高擬對阮生論。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句四首 二,欲作魚梁雲復湍，因驚四月雨聲寒。 | 青溪先有蛟龍窟，竹石如山不敢安。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句四首 三,兩箇黃鸝鳴翠柳，一行白鷺上青天。 | 窗含西嶺千秋雪，門泊東吳萬里船。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句四首 四,藥條藥甲潤青青，色過棕亭入草亭。 | 苗滿空山慙取譽，根居隙地怯成形。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句九首 七,聞道巴山裏，春船正好行。 | 都將百年興，一望九江城。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句九首 八,水檻溫江口，茅堂石筍西。 | 移船先主廟，洗藥淙沙溪。,poet.tang.11000.json
成都,104.06,30.57,唐,764,杜甫,絕句九首 九,設道春來好，狂風大放顛。 | 吹花隨水去，飜却釣魚船。,poet.tang.11000.json
成都,104.06,30.57,唐,895,韋莊,菩薩蠻 二,人人盡說江南好，遊人只合江南老。 | 春水碧於天，畫船聽雨眠。 | 壚邊人似月，皓腕凝雙雪。 | 未老莫還鄉，還鄉須斷腸。,poet.tang.49000.json
成都,104.06,30.57,唐,900,韋莊,菩薩蠻 三,如今却憶江南樂，當時年少春衫薄。 | 騎馬倚斜橋，滿樓紅袖招。 | 翠屏金屈曲，醉入花叢宿。 | 此度見花枝，白頭誓不歸。,poet.tang.49000.json
扬州,119.42,32.39,唐,726,李白,靜夜思,牀前看月光，疑是地上霜。 | 舉頭望山月，低頭思故鄉。,poet.tang.8000.json
扬州,119.42,32.39,唐,826,劉禹錫,酬樂天揚州初逢席上見贈,巴山楚水淒涼地，二十三年棄置身。 | 懷舊空吟聞篴賦，到鄉翻似爛柯人。 | 沈舟側畔千帆過，病樹前頭萬木春。 | 今日聽君歌一曲，暫憑杯酒長精神。,poet.tang.19000.json
扬州,119.42,32.39,唐,833,杜牧,寄揚州韓綽判官,青山隱隱水迢迢，秋盡江南草木凋。 | 二十四橋明月夜，玉人何處教吹簫。,poet.tang.28000.json
扬州,119.42,32.39,唐,835,杜牧,贈別二首 一,娉娉褭褭十三餘，豆蔻梢頭二月初。 | 春風十里揚州路，卷上珠簾總不如。,poet.tang.28000.json
扬州,119.42,32.39,唐,835,杜牧,贈別二首 二,多情却似總無情，唯覺尊前笑不成。 | 蠟燭有心還惜別，替人垂淚到天明。,poet.tang.28000.json
扬州,119.42,32.39,唐,840,杜牧,遣懷,道泰時還泰，時來命不來。 | 何當離城市，高臥博山隈。,poet.tang.28000.json
扬州,119.42,32.39,唐,840,杜牧,遣懷,落魄江南載酒行，楚腰腸斷掌中輕。 | 十年一覺揚州夢，贏得青樓薄倖名。,poet.tang.28000.json
扬州,119.42,32.39,宋,1176,姜夔,扬州慢,淮左名都，竹西佳处，解鞍少驻初程。 | 过春风十里，尽荠麦青青。 | 自胡马窥江去后，废池乔木，犹厌言兵。 | 渐黄昏，清角吹寒，都在空城。 | 杜郎俊赏，算而今，重到须惊。 | 纵豆蔻词工，青楼梦好，难赋深情。 | 二十四桥仍在，波心荡、冷月无声。 | 念桥边红药，年年知为谁生。,ci.song.12000.json
杭州,120.15,30.25,唐,730,孟浩然,宿建德江,移舟泊煙渚，日暮客愁新。 | 野曠天低樹，江清月近人。,poet.tang.7000.json
杭州,120.15,30.25,宋,1002,柳永,望海潮,东南形胜，三吴都会，钱塘自古繁华。 | 烟柳画桥，风帘翠幕，参差十万人家。 | 云树绕堤沙。 | 怒涛卷霜雪，天堑无涯。 | 市列珠玑，户盈罗绮竞豪奢。 | 重湖叠巘清嘉。 | 有三秋桂子，十里荷花。 | 羌管弄晴，菱歌泛夜，嬉嬉钓叟莲娃。 | 千骑拥高牙。 | 乘醉听箫鼓，吟赏烟霞。 | 异日图将好景，归去凤池夸。,ci.song.0.json
杭州,120.15,30.25,宋,1072,蘇軾,有美堂暴雨,遊人脚底一聲雷，滿座頑雲撥不開。 | 天外黑風吹海立，浙東飛雨過江來。 | 十分瀲灧金樽凸，千杖敲鏗羯鼓催。 | 喚起謫仙泉灑面，倒傾鮫室瀉瓊瑰。,poet.song.44000.json
杭州,120.15,30.25,宋,1090,蘇軾,贈劉景文,荷盡已無擎雨蓋，菊殘猶有傲霜枝。 | 一年好景君須記，正是橙黄橘綠時。,poet.song.45000.json
杭州,120.15,30.25,宋,1175,林升,題臨安邸,山外青山樓外樓，西湖歌舞幾時休。 | 暖風薰得遊人醉，直把杭州作汴州。,poet.song.170000.json
杭州,120.15,30.25,宋,1175,辛弃疾,青玉案,东风夜放花千树。 | 更吹落、星如雨。 | 宝马雕车香满路。 | 凤箫声动，玉壶光转，一夜鱼龙舞。 | 蛾儿雪柳黄金缕。 | 笑语盈盈暗香去。 | 众里寻他千百度。 | 蓦然回首，那人却在，灯火阑珊处。,ci.song.11000.json
杭州,120.15,30.25,宋,1178,楊萬里,小池,泉眼無聲惜細流，樹陰照水愛晴柔。 | 小荷纔露尖尖角，早有蜻蜓立上頭。,poet.song.139000.json
杭州,120.15,30.25,宋,1186,陸游,臨安春雨初霽,世味年来薄似紗，誰令騎馬客京華。 | 小樓一夜聽春雨，深巷明朝賣杏花。 | 矮紙斜行閑作草，晴窗細乳戲分茶。 | 素衣莫起風塵嘆，猶及清明可到家。,poet.song.129000.json
杭州,120.15,30.25,宋,1191,姜夔,暗香,旧时月色。 | 算几番照我，梅边吹笛。 | 唤起玉人，不管清寒与攀摘。 | 何逊而今渐老，都忘却、春风词笔。 | 但怪得、竹外疏花，香冷入瑶席。 | 江国。 | 正寂寂。 | 叹寄与路遥，夜雪初积。 | 翠尊易泣。 | 红萼无言耿相忆。 | 长记曾携手处，千树压、西湖寒碧。 | 又片片、吹尽也，几时见得。,ci.song.12000.json
杭州,120.15,30.25,宋,1191,姜夔,疏影,苔枝缀玉。 | 有翠禽小小，枝上同宿。 | 客里相逢，篱角黄昏，无言自倚修竹。 | 昭君不惯胡沙远，但暗忆、江南江北。 | 想佩环、月夜归来，化作此花幽独。 | 犹记深宫旧事，那人正睡里，飞近蛾绿。 | 莫似春风，不管盈盈，早与安排金屋。 | 还教一片随波去，又却怨、玉龙哀曲。 | 等恁时、重觅幽香，已入小窗横幅。,ci.song.12000.json
柳州,109.43,24.33,唐,815,柳宗元,登柳州城樓寄漳汀封連四州,城上高樓接大荒，海天愁思正茫茫。 | 驚風亂颭芙蓉水，密雨斜侵薜荔牆。 | 嶺樹重遮千里目，江流曲似九廻腸。 | 共來百越文身地，猶自音書滯一鄉。,poet.tang.18000.json
柳州,109.43,24.33,唐,817,柳宗元,酬曹侍御過象縣見寄,破額山前碧玉流，騷人遙駐木蘭舟。 | 春風無限瀟湘意，欲採蘋花不自由。,poet.tang.18000.json
梓州,105.07,31.26,唐,746,杜甫,春日憶李白,白也詩無敵，飄然思不羣。 | 清新庾開府，俊逸鮑參軍。 | 渭北春天樹，江東日暮雲。 | 何時一尊酒，重與細論文。,poet.tang.11000.json
梓州,105.07,31.26,唐,763,杜甫,聞官軍收河南河北,劒外忽傳收薊北，初聞涕淚滿衣裳。 | 却看妻子愁何在，漫卷詩書喜欲狂。 | 白日放歌須縱酒，青春作伴好還鄉。 | 即從巴峽穿巫峽，便下襄陽向洛陽。,poet.tang.11000.json
永州,111.62,26.42,唐,809,柳宗元,江雪,千山鳥飛絕，萬逕人蹤滅。 | 孤舟蓑笠翁，獨釣寒江雪。,poet.tang.18000.json
永州,111.62,26.42,唐,810,柳宗元,漁翁,漁翁夜傍西巖宿，曉汲清湘燃楚竹。 | 煙銷日出不見人，[欸]乃一聲山水綠。 | 迴看天際下中流，巖上無心雲相逐。,poet.tang.18000.json
永州,111.62,26.42,唐,811,柳宗元,溪居,久爲簪組累，幸此南夷謫。 | 閑依農圃鄰，偶似山林客。 | 曉耕翻露草，夜榜響溪石。 | 來往不逢人，長歌楚天碧。,poet.tang.18000.json
汉中,107.03,33.07,唐,730,李白,相和歌辭 蜀道難,噫吁嚱！危乎高哉！蜀道之難難於上青天！蠶叢及魚鳧，開國何茫然。 | 爾來四萬八千歲，乃與秦塞通人煙。 | 西當太白有鳥道，可以橫絕峨眉巔。 | 地崩山摧壯士死，然後天梯石棧方鉤連。 | 上有六龍迴日之高標，下有衝波逆折之迴川。 | 黃鶴之飛尚不得，猨猱欲度愁攀緣。 | 青泥何盤盤，百步九折縈巖巒。 | 捫參歷井仰脅息，以手撫膺坐長歎。 | 問君西遊何時還？畏途巉巖不可攀。 | 但見悲鳥號枯木，雄飛呼雌繞林間。 | 又聞子規啼夜月，愁空山，蜀道之難難於上青天！使人聽此彫朱顏。 | 連峰去天不盈尺，枯松倒挂倚絕壁。 | 飛湍瀑流相喧豗，砅崖轉石萬壑雷。 | 其嶮也若此，嗟爾遠道之人胡爲乎來哉？ | 劒閣崢嶸而崔嵬，一夫當關，萬夫莫開。 | 所守或匪親，化爲狼與豺。 | 朝避猛虎，夕避長蛇。 | 磨牙吮血，殺人如麻。 | 錦城雖云樂，不如早還家。 | 蜀道之難難於上青天，側身西望長咨嗟。,poet.tang.1000.json
汉中,107.03,33.07,唐,730,李白,蜀道難,噫吁戲！危乎高哉！蜀道之難難於上青天！蠶叢及魚鳧，開國何茫然。 | 爾來四萬八千歲，不與秦塞通人煙。 | 西當太白有鳥道，可以橫絕峨眉巔。 | 地崩山摧壯士死，然後天梯石棧相鉤連。 | 上有六龍回日之高標，下有衝波逆折之回川。 | 黃鶴之飛尚不得過，猨猱欲度愁攀援。 | 青泥何盤盤，百步九折縈巖巒。 | 捫參歷井仰脅息，以手撫膺坐長歎。 | 問君西遊何時還？畏途巉巖不可攀。 | 但見悲鳥號古木，雄飛雌從繞林間。 | 又聞子規啼夜月，愁空山，蜀道之難難於上青天，使人聽此凋朱顏。 | 連峯去天不盈尺，枯松倒挂倚絕壁。 | 飛湍瀑流爭喧豗，砅厓轉石萬壑雷。 | 其險也如此，嗟爾遠道之人胡爲乎來哉！劒閣崢嶸而崔嵬，一夫當關，萬夫莫開。 | 所守或匪親，化爲狼與豺。 | 朝避猛虎，夕避長蛇。 | 磨牙吮血，殺人如麻。 | 錦城雖云樂，不如早還家。 | 蜀道之難難於上青天，側身西望長咨嗟。,poet.tang.7000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 一,秋浦長似秋，蕭條使人愁。 | 客愁不可度，行上東大樓。 | 正西望長安，下見江水流。 | 寄言向江水，汝意憶儂不。 | 遙傳一掬淚，爲我達揚州。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 二,秋浦猨夜愁，黃山堪白頭。 | 清溪非隴水，翻作斷腸流。 | 欲去不得去，薄遊成久遊。 | 何年是歸日，雨淚下孤舟。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 三,秋浦錦駝鳥，人間天上稀。 | 山雞羞淥水，不敢照毛衣。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 四,兩鬢入秋浦，一朝颯已衰。 | 猨聲催白髮，長短盡成絲。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 五,秋浦多白猨，超騰若飛雪。 | 牽引條上兒，飲弄水中月。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 六,愁作秋浦客，強看秋浦花。 | 山川如剡縣，風日似長沙。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 七,醉上山公馬，寒歌甯戚牛。 | 空吟白石爛，淚滿黑貂裘。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 八,秋浦千重嶺，水車嶺最奇。 | 天傾欲墮石，水拂寄生枝。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 九,江祖一片石，青天掃畫屏。 | 題詩留萬古，綠字錦苔生。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 十,千千石楠樹，萬萬女貞林。 | 山山白鷺滿，澗澗白猨吟。 | 君莫向秋浦，猨聲碎客心。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 十一,邏人（一作「叉」）橫鳥道，江祖出魚梁。 | 水急客舟（一作「行」）疾，山花拂面香。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 十二,水如一匹練，此地即平天。 | 耐可乘明月，看花上酒船。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 十三,淥水淨素月，月明白鷺飛。 | 郎聽採菱女，一道夜歌歸。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 十四,爐火照天地，紅星亂紫煙。 | 赧郎明月夜，歌曲動寒川。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 十五,白髮三千丈，緣愁似個長。 | 不知明鏡裡，何處得秋霜。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 十六,秋浦田舍翁，採魚水中宿。 | 妻子張白鷴，結罝暎深竹。,poet.tang.8000.json
池州,117.49,30.66,唐,754,李白,秋浦歌十七首 十七,桃波（一作「陂」）一步地，了了語聲聞。 | 闇與山僧別，低頭禮白雲。,poet.tang.8000.json
汴京,114.35,34.8,唐,790,李益,汴河曲,汴水東流無限春，隋家宮闕已成塵。 | 行人莫上長堤望，風起楊花愁殺人。,poet.tang.15000.json
汴京,114.35,34.8,唐,977,後主煜,浪淘沙 二,往事只堪哀，對景難排。 | 秋風庭院蘚侵階，一桁珠簾閑不卷，終日誰來。 | 金劒已沈埋，壯氣蒿萊。 | 晚涼天淨月華開，想得玉樓瑤殿影，空照秦淮。,poet.tang.49000.json
汴京,114.35,34.8,宋,1005,柳永,雨霖铃,寒蝉凄切。 | 对长亭晚，骤雨初歇。 | 都门帐饮无绪，留恋处、兰舟催发。 | 执手相看泪眼，竟无语凝噎。 | 念去去、千里烟波，暮霭沈沈楚天阔。 | 多情自古伤离别。 | 更那堪、冷落清秋节。 | 今宵酒醒何处，杨柳岸、晓风残月。 | 此去经年，应是良辰、好景虚设。 | 便纵有、千种风情，更与何人说。,ci.song.0.json
汴京,114.35,34.8,宋,1008,柳永,鹤冲天,闲窗漏永，月冷霜华堕。 | 悄悄下帘幕，残灯火。 | 再三追往事，离魂乱、愁肠锁。 | 无语沉吟坐。 | 好天好景，未省展眉则个。 | 从前早是多成破。 | 何况经岁月，相抛亸。 | 假使重相见，还得似、旧时麽。 | 悔恨无计那。 | 迢迢良夜，自家只恁摧挫。,ci.song.0.json
汴京,114.35,34.8,宋,1008,柳永,鹤冲天,黄金榜上。 | 偶失龙头望。 | 明代暂遗贤，如何向。 | 未遂风云便，争不恣狂荡。 | 何须论得丧。 | 才子词人，自是白衣卿相。 | 烟花巷陌，依约丹青屏障。 | 幸有意中人，堪寻访。 | 且恁偎红翠，风流事、平生畅。 | 青春都一饷。 | 忍把浮名，换了浅斟低唱。,ci.song.0.json
汴京,114.35,34.8,宋,1018,柳永,八声甘州,对潇潇、暮雨洒江天，一番洗清秋。 | 渐霜风凄惨，关河冷落，残照当楼。 | 是处红衰翠减，苒苒物华休。 | 惟有长江水，无语东流。 | 不忍登高临远，望故乡渺邈，归思难收。 | 叹年来踪迹，何事苦淹留。 | 想佳人、妆楼顒望，误几回、天际识归舟。 | 争知我、倚阑干处，正恁凝愁。,ci.song.0.json
汴京,114.35,34.8,宋,1036,欧阳修,生查子,去年元夜时，花市灯如昼。 | 月到柳梢头，人约黄昏后。 | 今年元夜时，月与灯依旧。 | 不见去年人，泪满春衫袖。,ci.song.0.json
汴京,114.35,34.8,宋,1040,晏殊,浣溪沙,一曲新词酒一杯。 | 去年天气旧亭台。 | 夕阳西下几时回。 | 无可奈何花落去，似曾相识燕归来。 | 小园香径独徘徊。,ci.song.0.json
汴京,114.35,34.8,宋,1040,晏殊,清平乐,金风细细。 | 叶叶梧桐坠。 | 绿酒初尝人易醉。 | 一枕小窗浓睡。 | 紫微朱槿花残。 | 斜阳却照阑干。 | 双燕欲归时节，银屏昨夜微寒。,ci.song.0.json
汴京,114.35,34.8,宋,1040,晏殊,踏莎行,小径红稀，芳郊绿遍。 | 高台树色阴阴见。 | 春风不解禁杨花，濛濛乱扑行人面。 | 翠叶藏莺，朱帘隔燕。 | 炉香静逐游丝转。 | 一场愁梦酒醒时，斜阳却照深深院。,ci.song.0.json
汴京,114.35,34.8,宋,1040,晏殊,破阵子,燕子来时新社，梨花落后清明。 | 池上碧苔三四点，叶底黄鹂一两声。 | 日长飞絮轻。 | 巧笑东邻女伴，采桑径里逢迎。 | 疑怪昨宵春梦好，元是今朝斗草赢。 | 笑从双脸生。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,踏莎行,候馆梅残，溪桥柳细。 | 草熏风暖摇征辔。 | 离愁渐远渐无穷，迢迢不断如春水。 | 寸寸柔肠，盈盈粉泪。 | 楼高莫近危阑倚。 | 平芜尽处是春山，行人更在春山外。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,风迟日媚烟光好。 | 绿树依依芳意早。 | 年华容易即凋零，春色只宜长恨少。 | 池塘隐隐惊雷晓。 | 柳眼未开梅萼小。 | 尊前贪爱物华新，不道物新人渐老。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,西亭饮散清歌阕。 | 花外迟迟宫漏发。 | 涂金烛引紫骝嘶，柳曲西头归路别。 | 佳辰只恐幽期阔。 | 密赠殷勤衣上结。 | 翠屏魂梦莫相寻，禁断六街清夜月。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,春山敛黛低歌扇。 | 暂解吴钩登祖宴。 | 画楼钟动已魂销，何况马嘶芳草岸。 | 青门柳色随人远。 | 望欲断时肠已断。 | 洛城春色待君来，莫到落花飞似霰。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,尊前拟把归期说。 | 未语春容先惨咽。 | 人生自是有情痴，此恨不关风与月。 | 离歌且莫翻新阕。 | 一曲能教肠寸结。 | 直须看尽洛城花，始共春风容易别。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,洛阳正值芳菲节。 | 秾艳清香相间发。 | 游丝有意苦相萦，垂柳无端争赠别。 | 杏花红处青山缺。 | 山畔行人山下歇。 | 今宵谁肯远相随，惟有寂寥孤馆月。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,残春一夜狂风雨。 | 断送红飞花落树。 | 人心花意待留春，春色无情容易去。 | 高楼把酒愁独语。 | 借问春归何处所。 | 暮云空阔不知音，惟有绿杨芳草路。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,常忆洛阳风景媚。 | 烟暖风和添酒味。 | 莺啼宴席似留人，花出墙头如有意。 | 别来已隔千山翠。 | 望断危楼斜日坠。 | 关心只为牡丹红，一片春愁来梦里。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,池塘水绿春微暖。 | 记得玉真初见面。 | 从头歌韵响铮鏦，入破舞腰红乱旋。 | 玉钩帘下香阶畔。 | 醉后不知红日晚。 | 当时共我赏花人，点检如今无一半。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,两翁相遇逢佳节。 | 正值柳绵飞似雪。 | 便须豪饮敌青春，莫对新花羞白发。 | 人生聚散如弦筈。 | 老去风情尤惜别。 | 大家金盏倒垂莲，一任西楼低晓月。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,西湖南北烟波阔。 | 风里丝簧声韵咽。 | 舞馀裙带绿双垂，酒入香腮红一抹。 | 杯深不觉琉璃滑。 | 贪看六么花十八。 | 明朝车马各西东，惆怅画桥风与月。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,燕鸿过后春归去。 | 细算浮生千万绪。 | 来如春梦几多时，去似朝云无觅处。 | 闻琴解珮神仙侣。 | 挽断罗衣留不住。 | 劝君莫作独醒人，烂醉花间应有数。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,蝶飞芳草花飞路。 | 把酒已嗟春色暮。 | 当时枝上落残花，今日水流何处去。 | 楼前独绕鸣蝉树。 | 忆把芳条吹暖絮。 | 红莲绿芰亦芳菲，不奈金风兼玉露。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,别后不知君远近。 | 触目凄凉多少闷。 | 渐行渐远渐无书，水阔鱼沈何处问。 | 夜深风竹敲秋韵。 | 万叶千声皆是恨。 | 故欹单枕梦中寻，梦又不成灯又尽。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,红条约束琼肌稳。 | 拍碎香檀催急衮。 | 陇头呜咽水声繁，叶下间关莺语近。 | 美人才子传芳信。 | 明月清风伤别恨。 | 未知何处有知音，常为此情留此恨。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,檀槽碎响金丝拨。 | 露湿浔阳江上月。 | 不知商妇为谁愁，一曲行人留夜发。 | 画堂花月新声别。 | 红蕊调长弹未彻。 | 暗将深意祝胶弦，唯愿弦弦无断绝。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,春葱指甲轻拢拈。 | 五彩垂条双袖卷。 | 雪香浓透紫檀槽，胡语急随红玉腕。 | 当头一曲情何限。 | 入破铮鏦金凤战。 | 百分芳酒祝长春，再拜敛容抬粉面。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,金花盏面红烟透。 | 舞急香茵随步皱。 | 青春才子有新词，红粉佳人重劝酒。 | 也知自为伤春瘦。 | 归骑休交银烛候。 | 拟将沈醉为清欢，无奈醒来还感旧。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,雪云乍变春云簇。 | 渐觉年华堪送目。 | 北枝梅蕊犯寒开，南浦波纹如酒绿。 | 芳菲次第还相续。 | 不奈情多无处足。 | 尊前百计得春归，莫为伤春歌黛蹙。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,黄金弄色轻於粉。 | 濯濯春条如水嫩。 | 为缘力薄未禁风，不奈多娇长似困。 | 腰柔乍怯人相近。 | 眉小未知春有恨。 | 劝君著意惜芳菲，莫待行人攀折尽。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,珠帘半下香销印。 | 二月东风催柳信。 | 琵琶傍畔且寻思，鹦鹉前头休借问。 | 惊鸿过后生离恨。 | 红日长时添酒困。 | 未知心在阿谁边，满眼泪珠言不尽。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,沈沈庭院莺吟弄。 | 日暖烟和春气重。 | 绿杨娇眼为谁回，芳草深心空自动。 | 倚阑无语伤离凤。 | 一片风情无处用。 | 寻思还有旧家心，蝴蝶时时来役梦。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,去时梅萼初凝粉。 | 不觉小桃风力损。 | 梨花最晚又凋零，何事归期无定准。 | 阑干倚遍重来凭。 | 泪粉偷将红袖印。 | 蜘蛛喜鹊误人多，似此无凭安足信。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,酒美春浓花世界。 | 得意人人千万态。 | 莫教辜负艳阳天，过了堆金何处买。 | 已去少年无计奈。 | 且愿芳心长恁在。 | 闲愁一点上心来，算得东风吹不解。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,湖边柳外楼高处。 | 望断云山多少路。 | 阑干倚遍使人愁，又是天涯初日暮。 | 轻无管系狂无数。 | 水畔花飞风里絮。 | 算伊浑似薄情郎，去便不来来便去。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,南园粉蝶能无数。 | 度翠穿红来复去。 | 倡条冶叶恣留连，飘荡轻於花上絮。 | 朱阑夜夜风兼露。 | 宿粉栖香无定所。 | 多情翻却似无情，赢得百花无限妒。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,江南三月春光老。 | 月落禽啼天未晓。 | 露和啼血染花红，恨过千家烟树杪。 | 云垂玉枕屏山小。 | 梦欲成时惊觉了。 | 人心应不似伊心，若解思归归合早。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,东风本是开花信。 | 及至花时风更紧。 | 吹开吹谢苦匆匆，春意到头无处问。 | 把酒临风千万恨。 | 欲扫残红犹未忍。 | 夜来风雨转离披，满眼凄凉愁不尽。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,阴阴树色笼晴昼。 | 清淡园林春过后。 | 杏腮轻粉日催红，池面绿罗风卷皱。 | 佳人向晚新妆就。 | 圆腻歌喉珠欲溜。 | 当筵莫放酒杯迟，乐事良辰难入手。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,芙蓉斗晕燕支浅。 | 留著晚花开小宴。 | 画船红日晚风清，柳色溪光晴照暖。 | 美人争劝梨花盏。 | 舞困玉腰裙缕慢。 | 莫交银烛促归期，已祝斜阳休更晚。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,艳冶风情天与措。 | 清瘦肌肤冰雪妒。 | 百年心事一宵同，愁听鸡声窗外度。 | 信阻青禽云雨暮。 | 海月空惊人两处。 | 强将离恨倚江楼，江水不能流恨去。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,半辐霜绡亲手剪。 | 香染青蛾和泪卷。 | 画时横接媚霞长，印处双沾愁黛浅。 | 当时付我情何限。 | 欲使妆痕长在眼。 | 一回忆著一拈看，便似花前重见面。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,红楼昨夜相将饮。 | 月近珠帘花近枕。 | 银缸照客酒方酣，玉漏催人街已禁。 | 晚潮去棹浮清浸。 | 古岸平芜萧索甚。 | 大都薄宦足离愁，不放双鸳长恁恁。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,金雀双鬟年纪小。 | 学画蛾眉红淡扫。 | 尽人言语尽人怜，不解此情惟解笑。 | 稳着舞衣行动俏。 | 走向绮筵呈曲妙。 | 刘郎大有惜花心，只恨寻花来较早。,ci.song.0.json
汴京,114.35,34.8,宋,1045,欧阳修,玉楼春,夜来枕上争闲事。 | 推倒屏山褰绣被。 | 尽人求守不应人，走向碧纱窗下睡。 | 直到起来由自殢。 | 向道夜来真个醉。 | 大家恶发大家休，毕竟到头谁不是。,ci.song.0.json
